,Season,Pos,%2PA,%0-3A,%3-10A,%10-16A,%16-3ptA,%3PA,2P%,0-3%,3-10%,10-16%,16-3pt%,3P%,MPG
300,0,3,0.711,0.393,0.14300000000000002,0.077,0.098,0.289,0.523,0.647,0.369,0.3,0.421,0.35100000000000003,32.926829268292686
301,1,2,0.7120000000000001,0.397,0.132,0.08800000000000001,0.095,0.28800000000000003,0.517,0.675,0.34600000000000003,0.269,0.321,0.271,29.21951219512195
302,2,2,0.622,0.37,0.094,0.075,0.083,0.378,0.474,0.551,0.429,0.35700000000000004,0.29,0.277,19.463414634146343
303,3,3,0.7390000000000001,0.389,0.11,0.14,0.101,0.261,0.494,0.584,0.373,0.36,0.463,0.371,21.109756097560975
304,4,2,0.773,0.34600000000000003,0.14,0.129,0.158,0.227,0.463,0.595,0.3670000000000001,0.342,0.36,0.281,24.675
305,5,3,0.866,0.401,0.138,0.124,0.203,0.134,0.495,0.621,0.3670000000000001,0.259,0.477,0.172,17.742424242424242
306,5,2,0.5,0.0,0.0,0.0,0.5,0.5,0.0,,,,0.0,0.0,20.0
307,5,3,0.87,0.405,0.14,0.126,0.2,0.13,0.4970000000000001,0.621,0.3670000000000001,0.259,0.488,0.179,17.70769230769231
308,6,3,0.8490000000000001,0.246,0.087,0.135,0.381,0.151,0.458,0.5479999999999999,0.455,0.294,0.458,0.263,13.291666666666666
312,98,5,0.931,0.273,0.052000000000000005,0.07400000000000001,0.532,0.069,0.414,0.619,0.667,0.0,0.341,0.188,16.585365853658537
314,0,5,0.984,0.272,0.192,0.209,0.313,0.016,0.447,0.545,0.529,0.368,0.36,0.16699999999999998,13.794520547945206
315,14,3,0.718,0.476,0.098,0.045,0.098,0.282,0.44,0.573,0.171,0.105,0.22,0.34700000000000003,24.636363636363637
316,15,2,0.944,0.506,0.17800000000000002,0.067,0.192,0.056,0.511,0.6459999999999999,0.28800000000000003,0.423,0.393,0.159,31.37037037037037
317,16,1,0.892,0.509,0.18,0.058,0.14300000000000002,0.108,0.537,0.684,0.34600000000000003,0.28800000000000003,0.359,0.257,35.2875
318,17,3,0.857,0.496,0.149,0.064,0.146,0.14300000000000002,0.563,0.7090000000000001,0.394,0.338,0.342,0.272,35.5625
319,18,4,0.9,0.454,0.173,0.114,0.16,0.1,0.5539999999999999,0.7559999999999999,0.355,0.35,0.339,0.307,36.74666666666667
320,19,4,0.8370000000000001,0.573,0.152,0.051,0.063,0.163,0.6409999999999999,0.769,0.339,0.381,0.41,0.256,32.75
321,20,4,0.762,0.478,0.161,0.07200000000000001,0.051,0.238,0.622,0.767,0.344,0.4270000000000001,0.414,0.306,30.92982456140351
326,4,3,0.8540000000000001,0.452,0.065,0.06,0.277,0.146,0.444,0.541,0.232,0.341,0.35700000000000004,0.322,36.52439024390244
327,5,3,0.872,0.433,0.067,0.067,0.305,0.128,0.455,0.564,0.256,0.349,0.368,0.266,34.77333333333333
328,6,3,0.903,0.429,0.059,0.077,0.339,0.097,0.506,0.62,0.315,0.364,0.428,0.243,36.7625
329,7,3,0.897,0.422,0.081,0.114,0.281,0.103,0.499,0.6409999999999999,0.407,0.333,0.38,0.268,38.246153846153845
330,8,3,0.889,0.375,0.084,0.146,0.285,0.111,0.509,0.65,0.32299999999999995,0.366,0.45,0.354,36.44155844155844
331,9,3,0.8590000000000001,0.35100000000000003,0.084,0.132,0.292,0.141,0.455,0.568,0.386,0.314,0.402,0.371,34.5
332,10,3,0.875,0.362,0.099,0.125,0.29100000000000004,0.125,0.478,0.595,0.324,0.444,0.4,0.316,38.17391304347826
333,11,3,0.833,0.321,0.101,0.124,0.28600000000000003,0.16699999999999998,0.47,0.594,0.309,0.353,0.44,0.378,35.72727272727273
334,11,3,0.87,0.353,0.098,0.116,0.303,0.13,0.47,0.5660000000000001,0.326,0.366,0.444,0.333,35.48
335,11,3,0.767,0.265,0.106,0.14,0.256,0.233,0.472,0.662,0.281,0.333,0.431,0.424,36.18518518518518
336,12,3,0.802,0.294,0.101,0.154,0.253,0.198,0.454,0.615,0.26,0.392,0.382,0.335,34.10909090909091
337,13,4,0.722,0.262,0.07400000000000001,0.159,0.227,0.278,0.476,0.556,0.364,0.447,0.441,0.379,37.04477611940298
338,14,4,0.747,0.191,0.078,0.199,0.279,0.253,0.469,0.589,0.32,0.443,0.447,0.402,38.72727272727273
339,15,3,0.778,0.221,0.08900000000000001,0.184,0.284,0.222,0.474,0.584,0.417,0.412,0.445,0.341,35.7
340,16,3,0.763,0.213,0.087,0.208,0.255,0.237,0.463,0.54,0.404,0.423,0.453,0.339,35.138888888888886
341,17,3,0.6970000000000001,0.127,0.076,0.211,0.284,0.303,0.466,0.563,0.419,0.4370000000000001,0.457,0.359,34.2972972972973
342,18,4,0.594,0.12,0.063,0.184,0.228,0.406,0.4370000000000001,0.5710000000000001,0.329,0.456,0.38,0.35700000000000004,32.06410256410256
343,19,4,0.471,0.149,0.066,0.124,0.132,0.529,0.491,0.611,0.5,0.467,0.375,0.328,29.4
344,20,4,0.7140000000000001,0.197,0.1,0.227,0.19,0.28600000000000003,0.447,0.537,0.441,0.422,0.388,0.371,32.46
345,97,1,0.531,0.272,0.028,0.107,0.124,0.469,0.413,0.486,0.5,0.259,0.365,0.37,28.661538461538463
346,98,1,0.544,0.203,0.117,0.046,0.17800000000000002,0.456,0.442,0.507,0.366,0.5,0.403,0.415,12.7625
347,99,1,0.502,0.195,0.056,0.092,0.159,0.498,0.4370000000000001,0.5710000000000001,0.5,0.217,0.375,0.392,16.12
348,0,1,0.44,0.132,0.038,0.07,0.2,0.56,0.443,0.618,0.313,0.31,0.398,0.378,18.878048780487806
349,1,1,0.3720000000000001,0.083,0.032,0.067,0.19,0.628,0.34,0.429,0.25,0.412,0.292,0.409,14.758620689655173
350,2,1,0.657,0.162,0.08,0.122,0.293,0.343,0.433,0.519,0.263,0.517,0.396,0.294,25.233333333333334
351,2,1,0.6859999999999999,0.188,0.108,0.108,0.282,0.314,0.426,0.537,0.194,0.484,0.42,0.322,26.694444444444443
352,2,1,0.612,0.122,0.037000000000000005,0.14400000000000002,0.309,0.388,0.443,0.478,0.5710000000000001,0.556,0.362,0.26,23.041666666666668
353,8,4,1.0,0.5329999999999999,0.3,0.117,0.05,0.0,0.467,0.6559999999999999,0.389,0.0,0.0,,20.75
354,9,5,1.0,0.627,0.271,0.068,0.034,0.0,0.483,0.595,0.313,0.375,0.0,,16.123076923076923
355,10,5,1.0,0.604,0.35200000000000004,0.038,0.006,0.0,0.478,0.51,0.429,0.5,0.0,,16.525
356,11,5,1.0,0.495,0.404,0.091,0.01,0.0,0.535,0.653,0.4,0.556,0.0,,19.506666666666668
357,12,5,1.0,0.599,0.336,0.066,0.0,0.0,0.5589999999999999,0.6809999999999999,0.392,0.3,,,21.078125
365,18,3,0.431,0.353,0.049,0.014,0.014,0.569,0.604,0.6970000000000001,0.235,0.2,0.0,0.371,20.013513513513512
366,19,3,0.5,0.34700000000000003,0.109,0.022,0.022,0.5,0.574,0.693,0.273,0.333,0.444,0.332,20.17910447761194
367,20,3,0.5920000000000001,0.454,0.108,0.021,0.009000000000000001,0.408,0.593,0.6859999999999999,0.281,0.364,0.2,0.381,30.11111111111111
374,18,1,0.244,0.098,0.098,0.0,0.049,0.7559999999999999,0.8,1.0,0.5,,1.0,0.29,12.666666666666666
375,19,1,0.481,0.172,0.165,0.091,0.053,0.519,0.527,0.597,0.449,0.579,0.455,0.373,24.209876543209877
376,20,1,0.373,0.15,0.1,0.1,0.023,0.627,0.439,0.606,0.318,0.318,0.4,0.391,16.03448275862069
377,2,1,0.706,0.341,0.068,0.055,0.242,0.294,0.498,0.626,0.154,0.28600000000000003,0.462,0.345,24.574468085106382
378,3,1,0.735,0.303,0.095,0.095,0.242,0.265,0.461,0.625,0.188,0.411,0.385,0.348,34.951219512195124
379,4,1,0.636,0.22,0.111,0.084,0.221,0.364,0.401,0.5720000000000001,0.168,0.377,0.35600000000000004,0.375,37.56363636363636
380,5,1,0.631,0.233,0.11,0.109,0.179,0.369,0.469,0.645,0.251,0.38,0.429,0.365,40.925
381,6,1,0.6759999999999999,0.231,0.079,0.1,0.266,0.324,0.485,0.637,0.318,0.407,0.431,0.369,42.3
382,7,1,0.623,0.242,0.048,0.066,0.267,0.377,0.459,0.5720000000000001,0.34700000000000003,0.353,0.402,0.35100000000000003,39.75675675675676
383,8,1,0.602,0.204,0.036000000000000004,0.066,0.29600000000000004,0.398,0.475,0.575,0.429,0.462,0.414,0.282,32.69230769230769
384,9,1,0.696,0.304,0.087,0.0,0.304,0.304,0.25,0.14300000000000002,0.5,,0.28600000000000003,0.28600000000000003,31.5
385,10,1,0.706,0.203,0.11,0.093,0.3,0.294,0.4370000000000001,0.528,0.353,0.421,0.411,0.348,36.53125
386,11,1,0.5539999999999999,0.123,0.109,0.08,0.243,0.446,0.423,0.5329999999999999,0.35,0.458,0.388,0.297,25.65714285714286
387,11,1,0.561,0.097,0.094,0.076,0.294,0.439,0.449,0.6559999999999999,0.258,0.48,0.433,0.324,34.57142857142857
388,11,1,0.55,0.14400000000000002,0.121,0.084,0.2,0.45,0.401,0.466,0.408,0.441,0.333,0.275,21.836734693877553
389,12,1,0.391,0.078,0.031,0.109,0.172,0.609,0.52,0.6,0.5,0.429,0.545,0.333,12.411764705882353
390,5,3,0.967,0.481,0.116,0.057,0.314,0.033,0.449,0.578,0.222,0.227,0.377,0.231,17.275
391,6,3,0.978,0.606,0.106,0.08,0.18600000000000005,0.022,0.416,0.54,0.25,0.222,0.19,0.2,17.526315789473685
392,6,3,0.979,0.575,0.11,0.08199999999999999,0.212,0.021,0.42,0.5479999999999999,0.188,0.333,0.226,0.333,19.694444444444443
393,6,3,0.975,0.6629999999999999,0.1,0.075,0.138,0.025,0.41,0.528,0.375,0.0,0.091,0.0,13.80952380952381
394,7,2,0.981,0.633,0.073,0.046,0.229,0.019,0.5489999999999999,0.677,0.222,0.17600000000000002,0.376,0.0,22.42105263157895
395,8,3,0.868,0.544,0.059,0.103,0.162,0.132,0.542,0.703,0.375,0.214,0.273,0.278,15.6
397,8,3,0.857,0.5429999999999999,0.067,0.086,0.162,0.14300000000000002,0.556,0.7190000000000001,0.429,0.333,0.17600000000000002,0.333,17.958333333333332
398,9,3,0.68,0.435,0.05,0.037000000000000005,0.158,0.32,0.526,0.625,0.4,0.182,0.3720000000000001,0.319,24.378048780487806
399,10,3,0.593,0.329,0.055,0.062,0.146,0.407,0.436,0.5710000000000001,0.218,0.194,0.315,0.334,36.513888888888886
400,11,3,0.644,0.28600000000000003,0.165,0.064,0.129,0.35600000000000004,0.45,0.674,0.246,0.204,0.337,0.303,34.666666666666664
401,12,3,0.784,0.34,0.156,0.062,0.226,0.21600000000000005,0.44,0.591,0.317,0.24,0.35200000000000004,0.333,32.926829268292686
402,13,3,0.537,0.273,0.058,0.053,0.153,0.463,0.463,0.593,0.192,0.208,0.42,0.364,26.267857142857142
403,14,3,0.482,0.254,0.07,0.033,0.124,0.518,0.509,0.65,0.3,0.214,0.415,0.407,35.36363636363637
404,15,3,0.39,0.225,0.047,0.035,0.081,0.61,0.485,0.615,0.349,0.188,0.338,0.35,35.73170731707317
405,16,3,0.419,0.255,0.054000000000000006,0.035,0.077,0.581,0.478,0.594,0.28300000000000003,0.267,0.318,0.371,35.2962962962963
406,17,3,0.305,0.207,0.054000000000000006,0.013,0.031,0.695,0.556,0.655,0.395,0.4,0.28,0.344,34.6625
407,18,3,0.29,0.22,0.052000000000000005,0.008,0.011,0.71,0.519,0.636,0.17600000000000002,0.0,0.14300000000000002,0.368,33.865671641791046
408,19,3,0.41,0.262,0.091,0.023,0.034,0.59,0.493,0.611,0.224,0.294,0.44,0.334,34.04347826086956
409,19,3,0.388,0.251,0.097,0.013,0.026,0.612,0.409,0.491,0.227,0.0,0.5,0.36,34.0
410,19,3,0.42,0.267,0.08800000000000001,0.028,0.037000000000000005,0.58,0.528,0.662,0.222,0.35700000000000004,0.421,0.322,34.06976744186046
411,20,3,0.361,0.269,0.065,0.012,0.015,0.639,0.556,0.701,0.19,0.0,0.0,0.3720000000000001,28.169811320754718
412,20,3,0.261,0.188,0.042,0.012,0.018000000000000002,0.7390000000000001,0.488,0.677,0.0,0.0,0.0,0.35200000000000004,24.71875
413,20,3,0.465,0.35200000000000004,0.08800000000000001,0.013,0.013,0.535,0.595,0.7140000000000001,0.28600000000000003,0.0,0.0,0.4,33.42857142857143
417,97,1,0.475,0.258,0.058,0.07,0.09,0.525,0.47,0.528,0.55,0.25,0.419,0.304,15.074626865671641
418,98,1,0.821,0.234,0.071,0.221,0.295,0.179,0.42,0.618,0.29600000000000004,0.345,0.348,0.368,25.75
419,99,1,0.638,0.255,0.059,0.111,0.213,0.362,0.483,0.594,0.387,0.448,0.396,0.365,30.04
420,0,1,0.64,0.197,0.055,0.132,0.256,0.36,0.485,0.575,0.311,0.392,0.5,0.34,31.585365853658537
421,1,1,0.598,0.16,0.068,0.128,0.243,0.402,0.451,0.544,0.397,0.383,0.44,0.355,36.89333333333333
422,2,1,0.519,0.184,0.063,0.101,0.17,0.481,0.484,0.638,0.308,0.44,0.411,0.349,33.292682926829265
423,3,1,0.639,0.202,0.039,0.107,0.29100000000000004,0.361,0.45,0.5379999999999999,0.24,0.391,0.439,0.336,28.658536585365855
424,4,1,0.417,0.174,0.027000000000000003,0.056,0.16,0.583,0.508,0.625,0.25,0.488,0.4320000000000001,0.315,28.443037974683545
425,5,1,0.599,0.188,0.043,0.087,0.282,0.401,0.3670000000000001,0.462,0.16699999999999998,0.25,0.3720000000000001,0.252,14.969696969696969
426,5,1,0.56,0.157,0.019,0.08199999999999999,0.302,0.44,0.404,0.48,0.0,0.385,0.396,0.243,29.428571428571427
429,7,1,0.4320000000000001,0.154,0.053,0.053,0.172,0.568,0.515,0.7070000000000001,0.25,0.4,0.462,0.336,15.74074074074074
433,9,5,0.992,0.561,0.22,0.138,0.073,0.008,0.5660000000000001,0.696,0.444,0.353,0.333,0.0,15.6
435,10,4,1.0,0.5,0.22,0.12,0.16,0.0,0.38,0.56,0.364,0.0,0.125,,13.277777777777779
444,2,1,0.976,0.28,0.085,0.061,0.5489999999999999,0.024,0.45,0.435,0.28600000000000003,0.6,0.467,0.0,13.75
446,4,1,0.848,0.22,0.052000000000000005,0.145,0.431,0.152,0.462,0.515,0.275,0.486,0.45,0.325,28.281690140845072
447,5,1,0.93,0.261,0.061,0.184,0.424,0.07,0.398,0.518,0.269,0.3670000000000001,0.35700000000000004,0.267,20.685714285714287
448,5,1,0.922,0.233,0.069,0.211,0.409,0.078,0.402,0.574,0.25,0.3670000000000001,0.34700000000000003,0.389,24.733333333333334
449,5,1,0.939,0.294,0.051,0.152,0.442,0.061,0.395,0.466,0.3,0.3670000000000001,0.368,0.083,17.65
450,6,1,0.947,0.246,0.095,0.204,0.402,0.053,0.45,0.516,0.333,0.455,0.434,0.35,15.506493506493506
451,6,1,0.962,0.248,0.07,0.223,0.42,0.038,0.364,0.436,0.091,0.457,0.318,0.333,12.0
452,6,2,0.937,0.244,0.113,0.19,0.389,0.063,0.512,0.574,0.44,0.452,0.523,0.35700000000000004,22.0
453,7,1,0.893,0.192,0.092,0.195,0.414,0.107,0.443,0.435,0.5,0.409,0.449,0.275,18.11111111111111
454,8,1,0.759,0.233,0.046,0.118,0.362,0.241,0.485,0.519,0.563,0.439,0.468,0.345,20.467741935483872
455,10,1,0.933,0.115,0.032,0.173,0.613,0.067,0.489,0.488,0.417,0.5539999999999999,0.474,0.28,22.01388888888889
456,11,1,0.747,0.051,0.044,0.103,0.5489999999999999,0.253,0.436,0.5,0.417,0.393,0.44,0.449,18.515625
457,11,1,0.731,0.042,0.046,0.092,0.55,0.269,0.466,0.5,0.455,0.409,0.473,0.438,20.306122448979593
458,11,1,0.857,0.114,0.029,0.171,0.5429999999999999,0.14300000000000002,0.267,0.5,0.0,0.333,0.211,0.6,12.666666666666666
459,9,4,0.995,0.381,0.177,0.161,0.278,0.005,0.44,0.5539999999999999,0.325,0.443,0.355,0.0,19.263157894736842
460,10,4,0.993,0.37,0.219,0.14400000000000002,0.26,0.006999999999999999,0.434,0.481,0.5,0.429,0.316,0.0,14.28125
461,11,4,0.99,0.292,0.196,0.125,0.378,0.01,0.502,0.687,0.434,0.474,0.403,0.0,20.1125
462,13,4,0.95,0.245,0.153,0.187,0.365,0.05,0.46,0.545,0.345,0.418,0.473,0.278,16.440677966101696
463,14,3,0.8440000000000001,0.146,0.076,0.095,0.527,0.156,0.399,0.517,0.226,0.333,0.403,0.375,17.073529411764707
464,15,4,0.7140000000000001,0.138,0.063,0.138,0.375,0.28600000000000003,0.471,0.623,0.458,0.434,0.431,0.236,17.03448275862069
465,16,4,0.7609999999999999,0.209,0.096,0.115,0.342,0.239,0.473,0.569,0.362,0.446,0.455,0.385,21.65714285714286
466,17,4,0.456,0.14,0.033,0.079,0.205,0.544,0.429,0.6,0.0,0.471,0.364,0.453,15.585365853658537
468,18,2,0.633,0.152,0.228,0.076,0.177,0.3670000000000001,0.46,0.667,0.444,0.333,0.35700000000000004,0.276,18.6
469,97,2,0.871,0.371,0.194,0.145,0.161,0.129,0.457,0.493,0.444,0.444,0.4,0.292,19.488372093023255
471,97,2,0.8690000000000001,0.366,0.191,0.14800000000000002,0.16399999999999998,0.131,0.453,0.493,0.429,0.444,0.4,0.292,20.048780487804876
473,98,2,0.963,0.315,0.389,0.16699999999999998,0.093,0.037000000000000005,0.365,0.588,0.238,0.222,0.4,0.0,14.766666666666667
474,97,3,0.461,0.226,0.041,0.034,0.16,0.539,0.469,0.472,0.5379999999999999,0.273,0.49,0.401,22.73076923076923
475,98,3,0.393,0.115,0.033,0.0,0.246,0.607,0.375,0.5710000000000001,0.75,,0.233,0.284,14.804347826086957
476,99,3,0.532,0.097,0.032,0.0,0.403,0.468,0.364,0.667,0.5,,0.28,0.276,12.575757575757576
477,0,1,0.78,0.212,0.08900000000000001,0.08900000000000001,0.39,0.22,0.445,0.5670000000000001,0.318,0.348,0.429,0.35,19.829268292682926
478,1,1,0.644,0.162,0.051,0.105,0.326,0.35600000000000004,0.423,0.526,0.245,0.32,0.4320000000000001,0.35700000000000004,29.17283950617284
479,2,1,0.575,0.246,0.039,0.067,0.223,0.425,0.507,0.562,0.419,0.358,0.506,0.411,28.924050632911392
480,3,1,0.48,0.161,0.054000000000000006,0.041,0.224,0.52,0.368,0.453,0.24,0.211,0.365,0.355,21.50769230769231
481,4,1,0.502,0.18600000000000005,0.043,0.054000000000000006,0.219,0.498,0.457,0.489,0.28600000000000003,0.385,0.481,0.336,24.125
482,4,1,0.447,0.14,0.017,0.06,0.23,0.5529999999999999,0.438,0.455,0.5,0.28600000000000003,0.463,0.32299999999999995,18.775
483,4,1,0.5539999999999999,0.229,0.068,0.048,0.209,0.446,0.471,0.509,0.235,0.5,0.5,0.35100000000000003,33.041666666666664
484,5,1,0.5,0.187,0.043,0.054000000000000006,0.21600000000000005,0.5,0.466,0.5760000000000001,0.41,0.34700000000000003,0.411,0.387,35.40243902439025
485,6,1,0.522,0.187,0.07200000000000001,0.038,0.225,0.478,0.431,0.5329999999999999,0.244,0.273,0.434,0.354,24.12676056338028
486,6,2,0.471,0.14400000000000002,0.08,0.023,0.224,0.529,0.402,0.64,0.214,0.0,0.359,0.359,19.714285714285715
487,6,1,0.544,0.206,0.068,0.045,0.226,0.456,0.442,0.5,0.259,0.333,0.467,0.35200000000000004,27.0
488,7,1,0.5720000000000001,0.29100000000000004,0.059,0.059,0.16399999999999998,0.428,0.474,0.524,0.35700000000000004,0.452,0.436,0.379,27.52
489,8,2,0.35200000000000004,0.14800000000000002,0.008,0.041,0.156,0.648,0.395,0.5,0.0,0.4,0.316,0.316,14.666666666666666
490,9,1,0.496,0.142,0.018000000000000002,0.027000000000000003,0.31,0.504,0.339,0.313,0.0,0.0,0.4,0.263,12.484848484848484
492,9,1,0.535,0.174,0.023,0.035,0.302,0.465,0.326,0.267,0.0,0.0,0.423,0.25,15.631578947368421
493,10,1,0.535,0.166,0.025,0.038,0.306,0.465,0.417,0.5379999999999999,0.25,0.333,0.375,0.301,16.1
494,97,2,1.0,0.591,0.218,0.141,0.05,0.0,0.477,0.546,0.375,0.355,0.455,,15.7
495,97,2,1.0,0.61,0.182,0.195,0.013,0.0,0.403,0.447,0.429,0.267,0.0,,14.6
496,97,2,1.0,0.58,0.238,0.112,0.07,0.0,0.517,0.602,0.353,0.438,0.5,,16.25
497,98,2,0.981,0.47,0.28,0.124,0.108,0.019,0.419,0.5429999999999999,0.26,0.348,0.375,0.14300000000000002,20.35211267605634
498,99,3,0.989,0.385,0.14400000000000002,0.103,0.35600000000000004,0.011,0.453,0.522,0.44,0.444,0.387,0.0,18.208333333333332
500,1,2,0.985,0.365,0.162,0.094,0.365,0.015,0.485,0.5770000000000001,0.442,0.44,0.423,0.0,17.90909090909091
501,2,2,0.991,0.29600000000000004,0.162,0.229,0.308,0.009000000000000001,0.431,0.546,0.377,0.373,0.396,0.0,17.12987012987013
502,3,2,0.964,0.339,0.141,0.28600000000000003,0.198,0.036000000000000004,0.4270000000000001,0.585,0.519,0.345,0.211,0.0,12.314285714285715
503,4,3,0.98,0.375,0.161,0.236,0.207,0.02,0.418,0.569,0.321,0.354,0.292,0.14300000000000002,20.52173913043478
504,5,3,1.0,0.34700000000000003,0.222,0.257,0.174,0.0,0.407,0.552,0.324,0.349,0.31,,12.054545454545455
508,97,5,0.995,0.435,0.268,0.213,0.08,0.005,0.505,0.622,0.409,0.382,0.51,0.0,22.9390243902439
509,98,5,0.991,0.393,0.251,0.2,0.147,0.009000000000000001,0.47,0.623,0.34700000000000003,0.368,0.414,0.0,29.05128205128205
510,98,5,0.994,0.415,0.258,0.182,0.139,0.006,0.476,0.624,0.358,0.34,0.4320000000000001,0.0,26.365384615384617
511,98,5,0.985,0.35700000000000004,0.242,0.227,0.159,0.015,0.461,0.62,0.329,0.403,0.389,0.0,34.42307692307692
512,99,5,0.985,0.307,0.183,0.232,0.263,0.015,0.41,0.54,0.325,0.343,0.378,0.28600000000000003,25.693877551020407
513,0,5,0.989,0.256,0.267,0.219,0.247,0.011,0.431,0.556,0.35100000000000003,0.312,0.494,0.25,19.88135593220339
514,1,5,0.911,0.17800000000000002,0.1,0.111,0.522,0.08900000000000001,0.366,0.521,0.185,0.267,0.369,0.25,16.25
515,2,5,0.967,0.12,0.054000000000000006,0.174,0.62,0.033,0.404,0.273,0.2,0.563,0.404,0.0,14.619047619047619
521,19,5,0.995,0.478,0.217,0.154,0.146,0.005,0.588,0.733,0.556,0.41,0.34600000000000003,0.0,30.746478873239436
522,20,5,0.994,0.471,0.23,0.194,0.099,0.006,0.552,0.703,0.449,0.411,0.348,0.0,33.2
523,7,2,0.6409999999999999,0.336,0.132,0.05,0.123,0.359,0.454,0.622,0.138,0.364,0.37,0.43,16.317073170731707
524,8,2,0.6679999999999999,0.34600000000000003,0.147,0.07,0.106,0.332,0.485,0.562,0.43,0.366,0.387,0.364,21.382716049382715
525,9,3,0.7509999999999999,0.35100000000000003,0.142,0.073,0.185,0.249,0.469,0.609,0.333,0.258,0.391,0.448,32.0945945945946
526,10,3,0.693,0.42,0.114,0.045,0.114,0.307,0.623,0.784,0.5,0.25,0.3,0.37,25.666666666666668
530,12,3,0.422,0.092,0.162,0.064,0.104,0.578,0.384,0.813,0.35700000000000004,0.182,0.16699999999999998,0.43,13.425
532,14,4,0.383,0.065,0.136,0.117,0.065,0.617,0.407,0.6,0.381,0.333,0.4,0.379,17.51851851851852
533,15,3,0.401,0.094,0.135,0.099,0.073,0.599,0.429,0.5,0.423,0.368,0.429,0.513,13.174603174603174
534,16,3,0.623,0.218,0.263,0.104,0.038,0.377,0.433,0.429,0.447,0.4,0.455,0.404,17.97872340425532
535,17,3,0.253,0.043,0.032,0.1,0.078,0.747,0.366,0.16699999999999998,0.222,0.429,0.455,0.414,15.661764705882353
536,18,3,0.274,0.042,0.056,0.102,0.07400000000000001,0.726,0.525,0.444,0.667,0.455,0.563,0.385,14.3
537,18,3,0.339,0.054000000000000006,0.071,0.125,0.08900000000000001,0.6609999999999999,0.544,0.444,0.667,0.476,0.6,0.441,15.405405405405405
539,18,2,0.7759999999999999,0.182,0.104,0.193,0.302,0.224,0.409,0.629,0.4,0.324,0.328,0.256,13.452830188679245
540,19,2,0.6609999999999999,0.28800000000000003,0.179,0.121,0.07400000000000001,0.339,0.494,0.73,0.304,0.355,0.263,0.4370000000000001,17.651162790697676
541,20,2,0.725,0.32,0.238,0.107,0.061,0.275,0.373,0.449,0.345,0.231,0.333,0.284,17.615384615384617
542,19,4,0.8640000000000001,0.363,0.31,0.126,0.065,0.136,0.534,0.691,0.434,0.393,0.413,0.313,25.274193548387096
543,20,4,0.868,0.431,0.293,0.06,0.084,0.132,0.51,0.6809999999999999,0.306,0.2,0.5710000000000001,0.182,25.692307692307693
544,99,4,0.989,0.269,0.32,0.131,0.269,0.011,0.451,0.511,0.35700000000000004,0.391,0.532,0.0,12.627906976744185
553,17,2,0.604,0.34600000000000003,0.106,0.041,0.12,0.396,0.45,0.547,0.13,0.333,0.462,0.267,16.48076923076923
554,18,2,0.441,0.28800000000000003,0.068,0.0,0.085,0.5589999999999999,0.34600000000000003,0.471,0.0,,0.2,0.333,13.275862068965518
558,97,4,0.957,0.478,0.214,0.172,0.093,0.043,0.515,0.6,0.474,0.335,0.509,0.278,40.5
559,98,5,0.994,0.43,0.308,0.13699999999999998,0.119,0.006,0.545,0.7020000000000001,0.436,0.425,0.396,0.14300000000000002,35.90243902439025
560,99,4,0.993,0.297,0.277,0.142,0.277,0.006999999999999999,0.456,0.669,0.322,0.306,0.438,0.0,34.1764705882353
561,0,5,0.993,0.261,0.28300000000000003,0.141,0.307,0.006999999999999999,0.457,0.5760000000000001,0.453,0.289,0.435,0.25,36.063291139240505
562,1,4,0.981,0.37,0.294,0.107,0.209,0.019,0.429,0.638,0.277,0.25,0.366,0.063,28.013157894736842
563,2,5,0.988,0.453,0.256,0.092,0.18600000000000005,0.012,0.49,0.626,0.3670000000000001,0.4,0.3720000000000001,0.125,31.09090909090909
564,3,5,0.981,0.546,0.261,0.08199999999999999,0.092,0.019,0.488,0.611,0.407,0.059,0.368,0.0,18.115384615384617
565,4,4,0.993,0.405,0.273,0.14400000000000002,0.171,0.006999999999999999,0.483,0.5710000000000001,0.407,0.419,0.446,0.333,24.314814814814813
566,4,4,0.997,0.366,0.28800000000000003,0.156,0.18600000000000005,0.003,0.506,0.631,0.4270000000000001,0.404,0.468,0.0,27.027027027027028
